views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
   52,851     43                9  kept     Harlequin
   52,838     43               11  kept     Quake (video game)
   52,764    105               11  kept     Cannes Film Festival
   52,729     31                9  REMOVED  Dogtooth (film)
   52,693     64               10  kept     Daguerreotype
   52,692     68               11  REMOVED  Florence Cathedral
   52,617     27               16  kept     Wheel of Fortune (American game show)
   52,489     24                8  kept     Willy Wonka
   52,469     28                7  kept     Mamma Mia! (musical)
   52,468     70               10  REMOVED  Judith Butler
   52,465     67               11  kept     Raymond Chandler
   52,462     35                6  kept     Santería
   52,450     77                9  kept     Tao Te Ching
   52,436     70                9  kept     Bleach (manga)
   52,436    100                8  kept     Coat of arms
   52,434    127                5  kept     Karate
   52,373     41                5  kept     Ouija
   52,367     66                4  kept     Styx
   52,366     51               17  kept     Winged Victory of Samothrace
   52,341    110                8  REMOVED  Bertolt Brecht
   52,337     54               12  REMOVED  West Side Story (1961 film)
   52,329     15                9  kept     Moana (character)
   52,313     38                9  kept     Fourth wall
   52,294     59                8  kept     Rapunzel
   52,282     46                4  kept     Tartan
   52,225     94                5  kept     Indra
   52,210     29               13  kept     Classical Hollywood cinema
   52,180     27               13  kept     Scorpion (Mortal Kombat)
   52,143     67               10  kept     Philosopher's stone
   52,140     35                9  REMOVED  Cthulhu Mythos
   52,115     85                9  REMOVED  Isadora Duncan
   52,111     47               14  kept     Wanderer above the Sea of Fog
   52,093     33                8  kept     Ender's Game
   52,075     63                8  kept     Manneken Pis
   52,022     54                9  kept     Beat Generation
   51,981     33                9  kept     The Tonight Show
   51,946     78                5  kept     Hathor
   51,938     94                7  kept     Podcast
   51,936     66                8  kept     Yggdrasil
   51,923     42               12  REMOVED  A Thousand Splendid Suns
   51,891     85               10  kept     Nathaniel Hawthorne
   51,889     29                8  kept     Roguelike
   51,861     35                7  kept     Vocaloid
   51,847     52                4  kept     Goku
   51,832    105                5  kept     Aesop
   51,820     37               10  kept     Super Smash Bros.
   51,794     67                5  kept     Satyr
   51,783     61                9  REMOVED  Osamu Tezuka
   51,766     29                6  kept     Pierrot
   51,764     60                6  kept     Erinyes
   51,699     53               13  kept     The Lion, the Witch and the Wardrobe
   51,628     81                5  kept     Clown
   51,623     76                8  REMOVED  Isabel Allende
   51,623     30                8  kept     New Hollywood
   51,614    114               11  REMOVED  Honoré de Balzac
   51,553     43               13  kept     Courage the Cowardly Dog
   51,500     87                5  kept     Rosary
   51,436     24                6  REMOVED  Oklahoma!
   51,358     47                9  kept     Super Mario 64
   51,326     50               10  kept     Lost Generation
   51,256     81                6  kept     Sitcom
   51,194     48               10  kept     Smells Like Teen Spirit
   51,171     47                8  kept     Yayoi Kusama
   51,157    194                5  REMOVED  Honey
   51,153     96               11  kept     Lady and the Tramp
   51,149     39               10  kept     Robin (character)
   51,125     35               10  kept     The Secret Garden
   51,122     40                9  kept     Gotham City
   51,121     96               10  kept     Cinderella (1950 film)
   51,063     74                9  kept     Homer Simpson
   51,056     47               12  kept     Stairway to Heaven
   51,018     47                4  kept     Tiamat
   50,906     87                8  REMOVED  Maimonides
   50,899     37                8  kept     Garry's Mod
   50,831     57                6  kept     Half-Life 2
   50,821     49                6  kept     Pythia
   50,820     62                7  REMOVED  Cecil B. DeMille
   50,804     57                8  REMOVED  My Fair Lady (film)
   50,781     34               10  kept     Chekhov's gun
   50,778     23               10  kept     Hidetaka Miyazaki
   50,681     71                6  kept     Pokémon Go
   50,645     41               11  REMOVED  Mario (franchise)
   50,578    147               12  kept     Franz Schubert
   50,540     22               11  kept     The Stanley Parable
   50,492    106                8  kept     Aeschylus
   50,440     35                9  REMOVED  The Marshall Mathers LP
   50,412    221                3  kept     Book
   50,354     67                6  kept     Marduk
   50,293     36                6  kept     Outlast
   50,273    122                9  kept     Copyright
   50,237    142               11  kept     Igor Stravinsky
   50,215     78               10  REMOVED  Robin Hood (1973 film)
   50,122     40                6  kept     Fallout 4
